Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
2214,333,119,5,5,4.5,9.78,1,0.96
2215,331,117,4,4.5,5,9.42,1,0.94
2216,330,116,5,5,4.5,9.36,1,0.93
2217,322,112,4,4.5,4.5,9.26,1,0.91
2218,321,109,4,4,4,9.13,1,0.85
2219,324,110,4,3,3.5,8.97,1,0.84
2220,312,104,3,3.5,3.5,8.42,0,0.74
2221,313,103,3,4,4,8.75,0,0.76
2222,316,110,3,3.5,4,8.56,0,0.75
2223,324,113,4,4.5,4,8.79,0,0.76
2224,308,109,2,3,4,8.45,0,0.71
2225,305,105,2,3,2,8.23,0,0.67
2226,296,99,2,2.5,2.5,8.03,0,0.61
2227,306,110,2,3.5,4,8.45,0,0.63
2228,312,110,2,3.5,3,8.53,0,0.64
2229,318,112,3,4,3.5,8.67,0,0.71
2230,324,111,4,3,3,9.01,1,0.82
2231,313,104,3,4,4.5,8.65,0,0.73
2232,319,106,3,3.5,2.5,8.33,1,0.74
2233,312,107,2,2.5,3.5,8.27,0,0.69
2234,304,100,2,2.5,3.5,8.07,0,0.64
2235,330,113,5,5,4,9.31,1,0.91
2236,326,111,5,4.5,4,9.23,1,0.88
2237,325,112,4,4,4.5,9.17,1,0.85
2238,329,114,5,4.5,5,9.19,1,0.86
2239,310,104,3,2,3.5,8.37,0,0.7
2240,299,100,1,1.5,2,7.89,0,0.59
2241,296,101,1,2.5,3,7.68,0,0.6
2242,317,103,2,2.5,2,8.15,0,0.65
2243,324,115,3,3.5,3,8.76,1,0.7
2244,325,114,3,3.5,3,9.04,1,0.76
2245,314,107,2,2.5,4,8.56,0,0.63
2246,328,110,4,4,2.5,9.02,1,0.81
2247,316,105,3,3,3.5,8.73,0,0.72
2248,311,104,2,2.5,3.5,8.48,0,0.71
2249,324,110,3,3.5,4,8.87,1,0.8
2250,321,111,3,3.5,4,8.83,1,0.77
2251,320,104,3,3,2.5,8.57,1,0.74
2252,316,99,2,2.5,3,9,0,0.7
2253,318,100,2,2.5,3.5,8.54,1,0.71
2254,335,115,4,4.5,4.5,9.68,1,0.93
2255,321,114,4,4,5,9.12,0,0.85
2256,307,110,4,4,4.5,8.37,0,0.79
2257,309,99,3,4,4,8.56,0,0.76
2258,324,100,3,4,5,8.64,1,0.78
2259,326,102,4,5,5,8.76,1,0.77
2260,331,119,4,5,4.5,9.34,1,0.9
2261,327,108,5,5,3.5,9.13,1,0.87
2262,312,104,3,3.5,4,8.09,0,0.71
2263,308,103,2,2.5,4,8.36,1,0.7
2264,324,111,3,2.5,1.5,8.79,1,0.7
2265,325,110,2,3,2.5,8.76,1,0.75
2266,313,102,3,2.5,2.5,8.68,0,0.71
2267,312,105,2,2,2.5,8.45,0,0.72
2268,314,107,3,3,3.5,8.17,1,0.73
2269,327,113,4,4.5,5,9.14,0,0.83
2270,308,108,4,4.5,5,8.34,0,0.77
2271,306,105,2,2.5,3,8.22,1,0.72
2272,299,96,2,1.5,2,7.86,0,0.54
2273,294,95,1,1.5,1.5,7.64,0,0.49
2274,312,99,1,1,1.5,8.01,1,0.52
2275,315,100,1,2,2.5,7.95,0,0.58
2276,322,110,3,3.5,3,8.96,1,0.78
2277,329,113,5,5,4.5,9.45,1,0.89
2278,320,101,2,2.5,3,8.62,0,0.7
2279,308,103,2,3,3.5,8.49,0,0.66
2280,304,102,2,3,4,8.73,0,0.67
2281,311,102,3,4.5,4,8.64,1,0.68
2282,317,110,3,4,4.5,9.11,1,0.8
2283,312,106,3,4,3.5,8.79,1,0.81
2284,321,111,3,2.5,3,8.9,1,0.8
2285,340,112,4,5,4.5,9.66,1,0.94
2286,331,116,5,4,4,9.26,1,0.93
2287,336,118,5,4.5,4,9.19,1,0.92
2288,324,114,5,5,4.5,9.08,1,0.89
2289,314,104,4,5,5,9.02,0,0.82
2290,313,109,3,4,3.5,9,0,0.79
2291,307,105,2,2.5,3,7.65,0,0.58
2292,300,102,2,1.5,2,7.87,0,0.56
2293,302,99,2,1,2,7.97,0,0.56
2294,312,98,1,3.5,3,8.18,1,0.64
2295,316,101,2,2.5,2,8.32,1,0.61
2296,317,100,2,3,2.5,8.57,0,0.68
2297,310,107,3,3.5,3.5,8.67,0,0.76
2298,320,120,3,4,4.5,9.11,0,0.86
2299,330,114,3,4.5,4.5,9.24,1,0.9
2300,305,112,3,3,3.5,8.65,0,0.71
2301,309,106,2,2.5,2.5,8,0,0.62
2302,319,108,2,2.5,3,8.76,0,0.66
2303,322,105,2,3,3,8.45,1,0.65
2304,323,107,3,3.5,3.5,8.55,1,0.73
2305,313,106,2,2.5,2,8.43,0,0.62
2306,321,109,3,3.5,3.5,8.8,1,0.74
2307,323,110,3,4,3.5,9.1,1,0.79
2308,325,112,4,4,4,9,1,0.8
2309,312,108,3,3.5,3,8.53,0,0.69
2310,308,110,4,3.5,3,8.6,0,0.7
2311,320,104,3,3,3.5,8.74,1,0.76
2312,328,108,4,4.5,4,9.18,1,0.84
2313,311,107,4,4.5,4.5,9,1,0.78
2314,301,100,3,3.5,3,8.04,0,0.67
2315,305,105,2,3,4,8.13,0,0.66
2316,308,104,2,2.5,3,8.07,0,0.65
2317,298,101,2,1.5,2,7.86,0,0.54
2318,300,99,1,1,2.5,8.01,0,0.58
2319,324,111,3,2.5,2,8.8,1,0.79
2320,327,113,4,3.5,3,8.69,1,0.8
2321,317,106,3,4,3.5,8.5,1,0.75
2322,323,104,3,4,4,8.44,1,0.73
2323,314,107,2,2.5,4,8.27,0,0.72
2324,305,102,2,2,2.5,8.18,0,0.62
2325,315,104,3,3,2.5,8.33,0,0.67
2326,326,116,3,3.5,4,9.14,1,0.81
2327,299,100,3,2,2,8.02,0,0.63
2328,295,101,2,2.5,2,7.86,0,0.69
2329,324,112,4,4,3.5,8.77,1,0.8
2330,297,96,2,2.5,1.5,7.89,0,0.43
2331,327,113,3,3.5,3,8.66,1,0.8
2332,311,105,2,3,2,8.12,1,0.73
2333,308,106,3,3.5,2.5,8.21,1,0.75
2334,319,108,3,3,3.5,8.54,1,0.71
2335,312,107,4,4.5,4,8.65,1,0.73
2336,325,111,4,4,4.5,9.11,1,0.83
2337,319,110,3,3,2.5,8.79,0,0.72
2338,332,118,5,5,5,9.47,1,0.94
2339,323,108,5,4,4,8.74,1,0.81
2340,324,107,5,3.5,4,8.66,1,0.81
2341,312,107,3,3,3,8.46,1,0.75
2342,326,110,3,3.5,3.5,8.76,1,0.79
2343,308,106,3,3,3,8.24,0,0.58
2344,305,103,2,2.5,3.5,8.13,0,0.59
2345,295,96,2,1.5,2,7.34,0,0.47
2346,316,98,1,1.5,2,7.43,0,0.49
2347,304,97,2,1.5,2,7.64,0,0.47
2348,299,94,1,1,1,7.34,0,0.42
2349,302,99,1,2,2,7.25,0,0.57
2350,313,101,3,2.5,3,8.04,0,0.62
2351,318,107,3,3,3.5,8.27,1,0.74
2352,325,110,4,3.5,4,8.67,1,0.73
2353,303,100,2,3,3.5,8.06,1,0.64
2354,300,102,3,3.5,2.5,8.17,0,0.63
2355,297,98,2,2.5,3,7.67,0,0.59
2356,317,106,2,2,3.5,8.12,0,0.73
2357,327,109,3,3.5,4,8.77,1,0.79
2358,301,104,2,3.5,3.5,7.89,1,0.68
2359,314,105,2,2.5,2,7.64,0,0.7
2360,321,107,2,2,1.5,8.44,0,0.81
2361,322,110,3,4,5,8.64,1,0.85
2362,334,116,4,4,3.5,9.54,1,0.93
2363,338,115,5,4.5,5,9.23,1,0.91
2364,306,103,2,2.5,3,8.36,0,0.69
2365,313,102,3,3.5,4,8.9,1,0.77
2366,330,114,4,4.5,3,9.17,1,0.86
2367,320,104,3,3.5,4.5,8.34,1,0.74
2368,311,98,1,1,2.5,7.46,0,0.57
2369,298,92,1,2,2,7.88,0,0.51
2370,301,98,1,2,3,8.03,1,0.67
2371,310,103,2,2.5,2.5,8.24,0,0.72
2372,324,110,3,3.5,3,9.22,1,0.89
2373,336,119,4,4.5,4,9.62,1,0.95
2374,321,109,3,3,3,8.54,1,0.79
2375,315,105,2,2,2.5,7.65,0,0.39
2376,304,101,2,2,2.5,7.66,0,0.38
2377,297,96,2,2.5,2,7.43,0,0.34
2378,290,100,1,1.5,2,7.56,0,0.47
2379,303,98,1,2,2.5,7.65,0,0.56
2380,311,99,1,2.5,3,8.43,1,0.71
2381,322,104,3,3.5,4,8.84,1,0.78
2382,319,105,3,3,3.5,8.67,1,0.73
2383,324,110,4,4.5,4,9.15,1,0.82
2384,300,100,3,3,3.5,8.26,0,0.62
2385,340,113,4,5,5,9.74,1,0.96
2386,335,117,5,5,5,9.82,1,0.96
2387,302,101,2,2.5,3.5,7.96,0,0.46
2388,307,105,2,2,3.5,8.1,0,0.53
2389,296,97,2,1.5,2,7.8,0,0.49
2390,320,108,3,3.5,4,8.44,1,0.76
2391,314,102,2,2,2.5,8.24,0,0.64
2392,318,106,3,2,3,8.65,0,0.71
2393,326,112,4,4,3.5,9.12,1,0.84
2394,317,104,2,3,3,8.76,0,0.77
2395,329,111,4,4.5,4,9.23,1,0.89
2396,324,110,3,3.5,3.5,9.04,1,0.82
2397,325,107,3,3,3.5,9.11,1,0.84
2398,330,116,4,5,4.5,9.45,1,0.91
2399,312,103,3,3.5,4,8.78,0,0.67
2400,333,117,4,5,4,9.66,1,0.95
2401,337,118,4,4.5,4.5,9.65,1,0.92
2402,324,107,4,4,4.5,8.87,1,0.76
2403,316,104,3,3,3.5,8,1,0.72
2404,322,110,3,3.5,2.5,8.67,1,0.8
2405,314,103,2,2,3,8.21,0,0.65
2406,330,115,5,4.5,3,9.34,1,0.9
2407,321,109,3,3,4,8.2,1,0.75
2408,308,101,2,3,4,7.9,0,0.68
2409,302,102,1,2,1.5,8,0,0.5
2410,323,108,3,3.5,3,8.6,0,0.45
2411,325,106,3,3.5,4,8.4,1,0.52
2412,327,111,4,4,4.5,9,1,0.84
2413,328,112,4,4,4.5,9.1,1,0.78
2414,307,109,3,4,3,8,1,0.62
2415,311,104,3,3.5,2,8.2,1,0.61
2416,314,105,3,3.5,2.5,8.3,0,0.54
2417,317,107,3,4,3,8.7,0,0.66
2418,319,106,3,4,3,8,1,0.65
2419,318,110,3,4,3,8.8,0,0.63
2420,303,102,3,3.5,3,8.5,0,0.62
2421,312,107,3,3,2,7.9,1,0.64
2422,325,114,4,3,2,8.4,0,0.7
2423,328,116,5,5,5,9.5,1,0.94
2424,334,119,5,5,4.5,9.7,1,0.95
2425,336,119,5,4,3.5,9.8,1,0.97
2426,340,120,5,4.5,4.5,9.6,1,0.94
2427,322,109,5,4.5,3.5,8.8,0,0.76
2428,298,98,2,1.5,2.5,7.5,1,0.44
2429,295,93,1,2,2,7.2,0,0.46
2430,310,99,2,1.5,2,7.3,0,0.54
2431,300,97,2,3,3,8.1,1,0.65
2432,327,103,3,4,4,8.3,1,0.74
2433,338,118,4,3,4.5,9.4,1,0.91
2434,340,114,5,4,4,9.6,1,0.9
2435,331,112,5,4,5,9.8,1,0.94
2436,320,110,5,5,5,9.2,1,0.88
2437,299,106,2,4,4,8.4,0,0.64
2438,300,105,1,1,2,7.8,0,0.58
2439,304,105,1,3,1.5,7.5,0,0.52
2440,307,108,2,4,3.5,7.7,0,0.48
2441,308,110,3,3.5,3,8,1,0.46
2442,316,105,2,2.5,2.5,8.2,1,0.49
2443,313,107,2,2.5,2,8.5,1,0.53
2444,332,117,4,4.5,4,9.1,0,0.87
2445,326,113,5,4.5,4,9.4,1,0.91
2446,322,110,5,5,4,9.1,1,0.88
2447,329,114,5,4,5,9.3,1,0.86
2448,339,119,5,4.5,4,9.7,0,0.89
2449,321,110,3,3.5,5,8.85,1,0.82
2450,327,111,4,3,4,8.4,1,0.78
2451,313,98,3,2.5,4.5,8.3,1,0.76
2452,312,100,2,1.5,3.5,7.9,1,0.56
2453,334,116,4,4,3,8,1,0.78
2454,324,112,4,4,2.5,8.1,1,0.72
2455,322,110,3,3,3.5,8,0,0.7
2456,320,103,3,3,3,7.7,0,0.64
2457,316,102,3,2,3,7.4,0,0.64
2458,298,99,2,4,2,7.6,0,0.46
2459,300,99,1,3,2,6.8,1,0.36
2460,311,104,2,2,2,8.3,0,0.42
2461,309,100,2,3,3,8.1,0,0.48
2462,307,101,3,4,3,8.2,0,0.47
2463,304,105,2,3,3,8.2,1,0.54
2464,315,107,2,4,3,8.5,1,0.56
2465,325,111,3,3,3.5,8.7,0,0.52
2466,325,112,4,3.5,3.5,8.92,0,0.55
2467,327,114,3,3,3,9.02,0,0.61
2468,316,107,2,3.5,3.5,8.64,1,0.57
2469,318,109,3,3.5,4,9.22,1,0.68
2470,328,115,4,4.5,4,9.16,1,0.78
2471,332,118,5,5,5,9.64,1,0.94
2472,336,112,5,5,5,9.76,1,0.96
2473,321,111,5,5,5,9.45,1,0.93
2474,314,108,4,4.5,4,9.04,1,0.84
2475,314,106,3,3,5,8.9,0,0.74
2476,329,114,2,2,4,8.56,1,0.72
2477,327,112,3,3,3,8.72,1,0.74
2478,301,99,2,3,2,8.22,0,0.64
2479,296,95,2,3,2,7.54,1,0.44
2480,294,93,1,1.5,2,7.36,0,0.46
2481,312,105,3,2,3,8.02,1,0.5
2482,340,120,4,5,5,9.5,1,0.96
2483,320,110,5,5,4.5,9.22,1,0.92
2484,322,115,5,4,4.5,9.36,1,0.92
2485,340,115,5,4.5,4.5,9.45,1,0.94
2486,319,103,4,4.5,3.5,8.66,0,0.76
2487,315,106,3,4.5,3.5,8.42,0,0.72
2488,317,107,2,3.5,3,8.28,0,0.66
2489,314,108,3,4.5,3.5,8.14,0,0.64
2490,316,109,4,4.5,3.5,8.76,1,0.74
2491,318,106,2,4,4,7.92,1,0.64
2492,299,97,3,5,3.5,7.66,0,0.38
2493,298,98,2,4,3,8.03,0,0.34
2494,301,97,2,3,3,7.88,1,0.44
2495,303,99,3,2,2.5,7.66,0,0.36
2496,304,100,4,1.5,2.5,7.84,0,0.42
2497,306,100,2,3,3,8,0,0.48
2498,331,120,3,4,4,8.96,1,0.86
2499,332,119,4,5,4.5,9.24,1,0.9
2500,323,113,3,4,4,8.88,1,0.79
2501,322,107,3,3.5,3.5,8.46,1,0.71
2502,312,105,2,2.5,3,8.12,0,0.64
2503,314,106,2,4,3.5,8.25,0,0.62
2504,317,104,2,4.5,4,8.47,0,0.57
2505,326,112,3,3.5,3,9.05,1,0.74
2506,316,110,3,4,4.5,8.78,1,0.69
2507,329,111,4,4.5,4.5,9.18,1,0.87
2508,338,117,4,3.5,4.5,9.46,1,0.91
2509,331,116,5,5,5,9.38,1,0.93
2510,304,103,5,5,4,8.64,0,0.68
2511,305,108,5,3,3,8.48,0,0.61
2512,321,109,4,4,4,8.68,1,0.69
2513,301,107,3,3.5,3.5,8.34,1,0.62
2514,320,110,2,4,3.5,8.56,0,0.72
2515,311,105,3,3.5,3,8.45,1,0.59
2516,310,106,4,4.5,4.5,9.04,1,0.66
2517,299,102,3,4,3.5,8.62,0,0.56
2518,290,104,4,2,2.5,7.46,0,0.45
2519,296,99,2,3,3.5,7.28,0,0.47
2520,327,104,5,3,3.5,8.84,1,0.71
2521,335,117,5,5,5,9.56,1,0.94
2522,334,119,5,4.5,4.5,9.48,1,0.94
2523,310,106,4,1.5,2.5,8.36,0,0.57
2524,308,108,3,3.5,3.5,8.22,0,0.61
2525,301,106,4,2.5,3,8.47,0,0.57
2526,300,100,3,2,3,8.66,1,0.64
2527,323,113,3,4,3,9.32,1,0.85
2528,319,112,3,2.5,2,8.71,1,0.78
2529,326,112,3,3.5,3,9.1,1,0.84
2530,333,118,5,5,5,9.35,1,0.92
2531,339,114,5,4,4.5,9.76,1,0.96
2532,303,105,5,5,4.5,8.65,0,0.77
2533,309,105,5,3.5,3.5,8.56,0,0.71
2534,323,112,5,4,4.5,8.78,0,0.79
2535,333,113,5,4,4,9.28,1,0.89
2536,314,109,4,3.5,4,8.77,1,0.82
2537,312,103,3,5,4,8.45,0,0.76
2538,316,100,2,1.5,3,8.16,1,0.71
2539,326,116,2,4.5,3,9.08,1,0.8
2540,318,109,1,3.5,3.5,9.12,0,0.78
2541,329,110,2,4,3,9.15,1,0.84
2542,332,118,2,4.5,3.5,9.36,1,0.9
2543,331,115,5,4,3.5,9.44,1,0.92
2544,340,120,4,4.5,4,9.92,1,0.97
2545,325,112,2,3,3.5,8.96,1,0.8
2546,320,113,2,2,2.5,8.64,1,0.81
2547,315,105,3,2,2.5,8.48,0,0.75
2548,326,114,3,3,3,9.11,1,0.83
2549,339,116,4,4,3.5,9.8,1,0.96
2550,311,106,2,3.5,3,8.26,1,0.79
2551,334,114,4,4,4,9.43,1,0.93
2552,332,116,5,5,5,9.28,1,0.94
2553,321,112,5,5,5,9.06,1,0.86
2554,324,105,3,3,4,8.75,0,0.79
2555,326,108,3,3,3.5,8.89,0,0.8
2556,312,109,3,3,3,8.69,0,0.77
2557,315,105,3,2,2.5,8.34,0,0.7
2558,309,104,2,2,2.5,8.26,0,0.65
2559,306,106,2,2,2.5,8.14,0,0.61
2560,297,100,1,1.5,2,7.9,0,0.52
2561,315,103,1,1.5,2,7.86,0,0.57
2562,298,99,1,1.5,3,7.46,0,0.53
2563,318,109,3,3,3,8.5,0,0.67
2564,317,105,3,3.5,3,8.56,0,0.68
2565,329,111,4,4.5,4,9.01,1,0.81
2566,322,110,5,4.5,4,8.97,0,0.78
2567,302,102,3,3.5,5,8.33,0,0.65
2568,313,102,3,2,3,8.27,0,0.64
2569,293,97,2,2,4,7.8,1,0.64
2570,311,99,2,2.5,3,7.98,0,0.65
2571,312,101,2,2.5,3.5,8.04,1,0.68
2572,334,117,5,4,4.5,9.07,1,0.89
2573,322,110,4,4,5,9.13,1,0.86
2574,323,113,4,4,4.5,9.23,1,0.89
2575,321,111,4,4,4,8.97,1,0.87
2576,320,111,4,4.5,3.5,8.87,1,0.85
2577,329,119,4,4.5,4.5,9.16,1,0.9
2578,319,110,3,3.5,3.5,9.04,0,0.82
2579,309,108,3,2.5,3,8.12,0,0.72
2580,307,102,3,3,3,8.27,0,0.73
2581,300,104,3,3.5,3,8.16,0,0.71
2582,305,107,2,2.5,2.5,8.42,0,0.71
2583,299,100,2,3,3.5,7.88,0,0.68
2584,314,110,3,4,4,8.8,0,0.75
2585,316,106,2,2.5,4,8.32,0,0.72
2586,327,113,4,4.5,4.5,9.11,1,0.89
2587,317,107,3,3.5,3,8.68,1,0.84
2588,335,118,5,4.5,3.5,9.44,1,0.93
2589,331,115,5,4.5,3.5,9.36,1,0.93
2590,324,112,5,5,5,9.08,1,0.88
2591,324,111,5,4.5,4,9.16,1,0.9
2592,323,110,5,4,5,8.98,1,0.87
2593,322,114,5,4.5,4,8.94,1,0.86
2594,336,118,5,4.5,5,9.53,1,0.94
2595,316,109,3,3.5,3,8.76,0,0.77
2596,307,107,2,3,3.5,8.52,1,0.78
2597,306,105,2,3,2.5,8.26,0,0.73
2598,310,106,2,3.5,2.5,8.33,0,0.73
2599,311,104,3,4.5,4.5,8.43,0,0.7
2600,313,107,3,4,4.5,8.69,0,0.72
2601,317,103,3,2.5,3,8.54,1,0.73
2602,315,110,2,3.5,3,8.46,1,0.72
2603,340,120,5,4.5,4.5,9.91,1,0.97
2604,334,120,5,4,5,9.87,1,0.97
2605,298,105,3,3.5,4,8.54,0,0.69
2606,295,99,2,2.5,3,7.65,0,0.57
2607,315,99,2,3.5,3,7.89,0,0.63
2608,310,102,3,3.5,4,8.02,1,0.66
2609,305,106,2,3,3,8.16,0,0.64
2610,301,104,3,3.5,4,8.12,1,0.68
2611,325,108,4,4.5,4,9.06,1,0.79
2612,328,110,4,5,4,9.14,1,0.82
2613,338,120,4,5,5,9.66,1,0.95
2614,333,119,5,5,4.5,9.78,1,0.96
2615,331,117,4,4.5,5,9.42,1,0.94
2616,330,116,5,5,4.5,9.36,1,0.93
2617,322,112,4,4.5,4.5,9.26,1,0.91
2618,321,109,4,4,4,9.13,1,0.85
2619,324,110,4,3,3.5,8.97,1,0.84
2620,312,104,3,3.5,3.5,8.42,0,0.74
2621,313,103,3,4,4,8.75,0,0.76
2622,316,110,3,3.5,4,8.56,0,0.75
2623,324,113,4,4.5,4,8.79,0,0.76
2624,308,109,2,3,4,8.45,0,0.71
2625,305,105,2,3,2,8.23,0,0.67
2626,296,99,2,2.5,2.5,8.03,0,0.61
2627,306,110,2,3.5,4,8.45,0,0.63
2628,312,110,2,3.5,3,8.53,0,0.64
2629,318,112,3,4,3.5,8.67,0,0.71
2630,324,111,4,3,3,9.01,1,0.82
2631,313,104,3,4,4.5,8.65,0,0.73
2632,319,106,3,3.5,2.5,8.33,1,0.74
2633,312,107,2,2.5,3.5,8.27,0,0.69
2634,304,100,2,2.5,3.5,8.07,0,0.64
2635,330,113,5,5,4,9.31,1,0.91
2636,326,111,5,4.5,4,9.23,1,0.88
2637,325,112,4,4,4.5,9.17,1,0.85
2638,329,114,5,4.5,5,9.19,1,0.86
2639,310,104,3,2,3.5,8.37,0,0.7
2640,299,100,1,1.5,2,7.89,0,0.59
2641,296,101,1,2.5,3,7.68,0,0.6
2642,317,103,2,2.5,2,8.15,0,0.65
2643,324,115,3,3.5,3,8.76,1,0.7
2644,325,114,3,3.5,3,9.04,1,0.76
2645,314,107,2,2.5,4,8.56,0,0.63
2646,328,110,4,4,2.5,9.02,1,0.81
2647,316,105,3,3,3.5,8.73,0,0.72
2648,311,104,2,2.5,3.5,8.48,0,0.71
2649,324,110,3,3.5,4,8.87,1,0.8
2650,321,111,3,3.5,4,8.83,1,0.77
2651,320,104,3,3,2.5,8.57,1,0.74
2652,316,99,2,2.5,3,9,0,0.7
2653,318,100,2,2.5,3.5,8.54,1,0.71
2654,335,115,4,4.5,4.5,9.68,1,0.93
2655,321,114,4,4,5,9.12,0,0.85
2656,307,110,4,4,4.5,8.37,0,0.79
2657,309,99,3,4,4,8.56,0,0.76
2658,324,100,3,4,5,8.64,1,0.78
2659,326,102,4,5,5,8.76,1,0.77
2660,331,119,4,5,4.5,9.34,1,0.9
2661,327,108,5,5,3.5,9.13,1,0.87
2662,312,104,3,3.5,4,8.09,0,0.71
2663,308,103,2,2.5,4,8.36,1,0.7
2664,324,111,3,2.5,1.5,8.79,1,0.7
2665,325,110,2,3,2.5,8.76,1,0.75
2666,313,102,3,2.5,2.5,8.68,0,0.71
2667,312,105,2,2,2.5,8.45,0,0.72
2668,314,107,3,3,3.5,8.17,1,0.73
2669,327,113,4,4.5,5,9.14,0,0.83
2670,308,108,4,4.5,5,8.34,0,0.77
2671,306,105,2,2.5,3,8.22,1,0.72
2672,299,96,2,1.5,2,7.86,0,0.54
2673,294,95,1,1.5,1.5,7.64,0,0.49
2674,312,99,1,1,1.5,8.01,1,0.52
2675,315,100,1,2,2.5,7.95,0,0.58
2676,322,110,3,3.5,3,8.96,1,0.78
2677,329,113,5,5,4.5,9.45,1,0.89
2678,320,101,2,2.5,3,8.62,0,0.7
2679,308,103,2,3,3.5,8.49,0,0.66
2680,304,102,2,3,4,8.73,0,0.67
2681,311,102,3,4.5,4,8.64,1,0.68
2682,317,110,3,4,4.5,9.11,1,0.8
2683,312,106,3,4,3.5,8.79,1,0.81
2684,321,111,3,2.5,3,8.9,1,0.8
2685,340,112,4,5,4.5,9.66,1,0.94
2686,331,116,5,4,4,9.26,1,0.93
2687,336,118,5,4.5,4,9.19,1,0.92
2688,324,114,5,5,4.5,9.08,1,0.89
2689,314,104,4,5,5,9.02,0,0.82
2690,313,109,3,4,3.5,9,0,0.79
2691,307,105,2,2.5,3,7.65,0,0.58
2692,300,102,2,1.5,2,7.87,0,0.56
2693,302,99,2,1,2,7.97,0,0.56
2694,312,98,1,3.5,3,8.18,1,0.64
2695,316,101,2,2.5,2,8.32,1,0.61
2696,317,100,2,3,2.5,8.57,0,0.68
2697,310,107,3,3.5,3.5,8.67,0,0.76
2698,320,120,3,4,4.5,9.11,0,0.86
2699,330,114,3,4.5,4.5,9.24,1,0.9
2700,305,112,3,3,3.5,8.65,0,0.71
2701,309,106,2,2.5,2.5,8,0,0.62
2702,319,108,2,2.5,3,8.76,0,0.66
2703,322,105,2,3,3,8.45,1,0.65
2704,323,107,3,3.5,3.5,8.55,1,0.73
2705,313,106,2,2.5,2,8.43,0,0.62
2706,321,109,3,3.5,3.5,8.8,1,0.74
2707,323,110,3,4,3.5,9.1,1,0.79
2708,325,112,4,4,4,9,1,0.8
2709,312,108,3,3.5,3,8.53,0,0.69
2710,308,110,4,3.5,3,8.6,0,0.7
2711,320,104,3,3,3.5,8.74,1,0.76
2712,328,108,4,4.5,4,9.18,1,0.84
2713,311,107,4,4.5,4.5,9,1,0.78
2714,301,100,3,3.5,3,8.04,0,0.67
2715,305,105,2,3,4,8.13,0,0.66
2716,308,104,2,2.5,3,8.07,0,0.65
2717,298,101,2,1.5,2,7.86,0,0.54
2718,300,99,1,1,2.5,8.01,0,0.58
2719,324,111,3,2.5,2,8.8,1,0.79
2720,327,113,4,3.5,3,8.69,1,0.8
2721,317,106,3,4,3.5,8.5,1,0.75
2722,323,104,3,4,4,8.44,1,0.73
2723,314,107,2,2.5,4,8.27,0,0.72
2724,305,102,2,2,2.5,8.18,0,0.62
2725,315,104,3,3,2.5,8.33,0,0.67
2726,326,116,3,3.5,4,9.14,1,0.81
2727,299,100,3,2,2,8.02,0,0.63
2728,295,101,2,2.5,2,7.86,0,0.69
2729,324,112,4,4,3.5,8.77,1,0.8
2730,297,96,2,2.5,1.5,7.89,0,0.43
2731,327,113,3,3.5,3,8.66,1,0.8
2732,311,105,2,3,2,8.12,1,0.73
2733,308,106,3,3.5,2.5,8.21,1,0.75
2734,319,108,3,3,3.5,8.54,1,0.71
2735,312,107,4,4.5,4,8.65,1,0.73
2736,325,111,4,4,4.5,9.11,1,0.83
2737,319,110,3,3,2.5,8.79,0,0.72
2738,332,118,5,5,5,9.47,1,0.94
2739,323,108,5,4,4,8.74,1,0.81
2740,324,107,5,3.5,4,8.66,1,0.81
2741,312,107,3,3,3,8.46,1,0.75
2742,326,110,3,3.5,3.5,8.76,1,0.79
2743,308,106,3,3,3,8.24,0,0.58
2744,305,103,2,2.5,3.5,8.13,0,0.59
2745,295,96,2,1.5,2,7.34,0,0.47
2746,316,98,1,1.5,2,7.43,0,0.49
2747,304,97,2,1.5,2,7.64,0,0.47
2748,299,94,1,1,1,7.34,0,0.42
2749,302,99,1,2,2,7.25,0,0.57
2750,313,101,3,2.5,3,8.04,0,0.62
2751,318,107,3,3,3.5,8.27,1,0.74
2752,325,110,4,3.5,4,8.67,1,0.73
2753,303,100,2,3,3.5,8.06,1,0.64
2754,300,102,3,3.5,2.5,8.17,0,0.63
2755,297,98,2,2.5,3,7.67,0,0.59
2756,317,106,2,2,3.5,8.12,0,0.73
2757,327,109,3,3.5,4,8.77,1,0.79
2758,301,104,2,3.5,3.5,7.89,1,0.68
2759,314,105,2,2.5,2,7.64,0,0.7
2760,321,107,2,2,1.5,8.44,0,0.81
2761,322,110,3,4,5,8.64,1,0.85
2762,334,116,4,4,3.5,9.54,1,0.93
2763,338,115,5,4.5,5,9.23,1,0.91
2764,306,103,2,2.5,3,8.36,0,0.69
2765,313,102,3,3.5,4,8.9,1,0.77
2766,330,114,4,4.5,3,9.17,1,0.86
2767,320,104,3,3.5,4.5,8.34,1,0.74
2768,311,98,1,1,2.5,7.46,0,0.57
2769,298,92,1,2,2,7.88,0,0.51
2770,301,98,1,2,3,8.03,1,0.67
2771,310,103,2,2.5,2.5,8.24,0,0.72
2772,324,110,3,3.5,3,9.22,1,0.89
2773,336,119,4,4.5,4,9.62,1,0.95
2774,321,109,3,3,3,8.54,1,0.79
2775,315,105,2,2,2.5,7.65,0,0.39
2776,304,101,2,2,2.5,7.66,0,0.38
